"","X1","artist","song","spotify_uri","Album","Release"
"14621",14621,"Safi Connection","Goa Amsterdam","1g5JkZfil7rXaN0dHbJTX9","B.P.M. - Bionic Pulse Method Vol. 3","2004"
"14622",14622,"Safi Connection","Music","0P1aFVHoxqCY8qs2JzF5CA","Safi Connection Special Edition","2018"
"14623",14623,"Saint","Time After Time","1A1i1nRCeQ8fKxXZxkqZAz","Original Sin","2004"
"14624",14624,"Saint Dog","Intro","0oqQhUVb2QETiHn2BuioLU","Ghetto Guide","2004"
"14625",14625,"Saint Etienne","Kiss And Make Up","0HghSwUAhsFaTJ3oFz9uOK","Foxbase Alpha","1992"
"14626",14626,"Saint Saens","Adagio Allegro","7asvZZTzzJxvs2f9XovcyC","Saint-Saëns: Symphony No. 3 in C Minor ""Organ Symphony"", Introduction et rondo capriccioso in A Minor & La muse et le poète","2015"
"14627",14627,"Sakis Rouvas","This Is Our Night","3KcRTivsw7hbxSRMGDtsMS","This Is Our Night","2009"
"14628",14628,"Saliva","Back Into Your System","1QINcQEVCaQQIS7kdBWhnZ","Back Into Your System (Explicit Version)","2002"
"14629",14629,"Saliva","I Walk Alone","3cyX3DY6dvKJjYTvjB3d2Q","WWE: Wreckless Intent","2006"
"14630",14630,"Salsaloco De Cuba","Brujeria","7tFhux3PEQ1lEKbWCMJytl","The Best Mambo Collection (Dance Mambo Hits)","2014"
"14631",14631,"Salty Dog","Ain't Nobody's Business","596ZjXkIjiymWZM0NyAazQ","Mudsteppin'","2008"
"14632",14632,"Sam & Dave","Hold On I'm Coming","7MegHaQmRiJT5mBooAs3JQ","Sweat 'N' Soul: An Anthology [1965-1971]","1993"
"14633",14633,"Sam Champion","Texas Song","4BVFQoZMBF41oZP2brffVe","Slow Rewind","2005"
"14634",14634,"Sam Sharp","Deep","2mg83UMn0540PM5tpi8zO9","Super Trance 0.4 (Special bonus tracks)","2008"
"14635",14635,"Samantha 7","Hollywood & Vine","7cC3eyVvDUIgxT5PIpb5mf","Samantha 7","2000"
"14636",14636,"Samantha Mumba","What's It Gonna Be","3ixIeEg7bTSjJiuDRVrc9i","Gotta Tell You","2000"
"14637",14637,"Samba de Rainha","TÃ£o perto","2cxGAGVOtHxHZwnzfbZWEj","Isso é Samba de Rainha","2006"
"14638",14638,"Sami Yusuf","Make A Prayer","45QgndzVwtzxdg9okRNbZZ","My Ummah","2005"
"14639",14639,"Sami Yusuf","Mother (Arabic)","0oVkKoUQfKUmmd7LzqNvPm","Live at the Dubai Opera","2017"
"14640",14640,"Samian","Injustice","75RPHDdt1vH1uCa5j2L1jT","Face à soi-même","2007"
"14641",14641,"Samira","It's Still Raining","1Oh8gAeLa04RDwOJgDUfyA","The Rain","1996"
"14642",14642,"Sammi Smith","I've Got To Have You","1LsphiQpg9dJzK9VfUWoyK","The Best Of Sammi Smith","1996"
"14643",14643,"Sammy Kershaw","Queen Of My Double Wide Trailer","3as5pzpzrdfECeejkU4Sqa","Sammy Kershaw - The Definitive Collection","2004"
"14644",14644,"Samsaya","Adhd Love Me Not","1Fx1u9GMr8RLkVfkhhJU31","ADHD (Love Me Not)","2017"
"14645",14645,"Samuele Bersani","Una Delirante Poesia","1XKyDnaCBnm8QY6sZXj3Uo","L'Aldiquà","2006"
"14646",14646,"San Quinn","Frisco Standup [Checkmate 2]","2m3tw7xkupyXM4QKI7yrkk","The Rock: Pressure Makes Diamonds (Collector's Edition)","2006"
"14647",14647,"Sandra","Sisters And Brothers","5IyszKC3HVxgVJGUR7NKpQ","Platinum Collection (International Version)","2009"
"14648",14648,"Sandra","What Is It About Me","02eVLdQDTuuaaPPerSLHz1","The Art Of Love","2007"
"14649",14649,"Sandro","Las Manos","0B4vlLCwm6zFWEek4UwuKt","Sandro Dúos","2018"
"14650",14650,"Sandy B","Make the World Go Round (Knuckleheadz Remix)","7D7VaUYXcbX9jeuLQHvoUa","Make the World Go Round","2009"
"14651",14651,"Sandy Marton","Exotic And Erotic","1tqnhtI12JhALFXDwCCwRb","People From Ibiza (The Very Best - Deluxe Edition)","2009"
"14652",14652,"Sandy Marton","White Storm In The Jungle","3oadDIHkjpff52mFNoECbv","People From Ibiza (The Very Best - Deluxe Edition)","2009"
"14653",14653,"Sandy Nelson","Do You Wanna Dance","7Ms6O4OHqeYXu0dYZgZh2B","The Very Best Of Sandy Nelson","2003"
"14654",14654,"Sandy Rivera & Haze","Freak (Jimpster Acapella)","3cT0jYs3gaUwrbDqkyNeUX","Freak","2008"
"14655",14655,"Sans Pression","Monde Ã  l'Envers","2mnZbGi4pOhpw1FBvSKLkj","13 Deep Volume 01","2007"
"14656",14656,"Sanseverino","Les Embouteillages","6YRrFzOvugx0GrMcVKE207","Le Meilleur De Sanseverino","2010"
"14657",14657,"SANSHIRO","Les zouazos","64V0QbrLiVRdyWgoWjAxA0","Chansons pour l'univers","2006"
"14658",14658,"Santa Claws and the Naughty But Nice Orchestra","Battery","39bfWq5M6SqW7trByFkaTV","And Christmas For All! The Holiday Tribute to Metallica","2007"
"14659",14659,"Santa's Little Helpers","Do You Hear What I Hear?","3kSJyPwVtI6BP57MJA7mCy","The Best Christmas Party Ever!","1995"
"14660",14660,"Santana","Evil Ways","5tmrnhMxx39jnu3kjopMdP","Santana (Legacy Edition)","1969"
"14661",14661,"Saosin","Sleepers","6s3d8xe76eyHPgD2QYutJQ","Saosin","2006"
"14662",14662,"Sara Bareilles","City","7HZOCMa0XEXNFklxUG5kKb","Little Voice","2007"
"14663",14663,"Sara Gazarek","All or Nothing At All","4OVhBm23HTCnCsCKvscsfu","Yours","2005"
"14664",14664,"Sarah Connor","Have Yourself A Merry Little Christmas","3uA52NbznGwn2kWdREL19z","Christmas In My Heart","2006"
"14665",14665,"Sarah Dougher","First Dream","6e7cb7ljSlWtKVgIpX6dMc","The Bluff","2001"
"14666",14666,"Sarbel","Enas Apo Mas (Anyone Of Us - A Stupid Mistake)","5X2N88a9W6UCIaOVZLUlvm","Sahara Euro Edition","2007"
"14667",14667,"Sargasso Trio","Man Walks","1BVpn7CenrqkLTlFnUgkmD","Burnin' Burnin' Burnin'","2008"
"14668",14668,"Sasha / Turbulence","We Have Got Love","1jg9hZnReygpBvV2axGuPy","Strictly The Best Vol 34","2005"
"14669",14669,"Sass Jordan","Cry Baby","0aNPTA7J70LmsKsv5vCKcT","Racine","1992"
"14670",14670,"Satan's Pilgrims","If You Wanna","5ZRTzVrMKTBTytWeQcrfo2","Plymouth Rock","2004"
"14671",14671,"Sathima Bea Benjamin","Someone To Watch Over Me","1v4ADx10fBwV8q3euWppBx","Musical Echoes","2006"
"14672",14672,"Savage Garden","Santa Monica","2008eq0EFxWor0C9IhbgAZ","Savage Garden","1997"
"14673",14673,"Saving Abel","Drowning (Face Down) (Radio Edit)","2sQYNzkFogZ9jwGGRyLxdQ","Drowning (Face Down)","2009"
"14674",14674,"Savoy Brown","Got Love If You Want It","6azaB7G7wHx3tpRvVCz3hr","Rock 'N' Roll Warriors","2000"
"14675",14675,"Saxon","Intro","542BL9hDjJIlWUbJUDwAmj","Heavy Metal Thunder - Live - Eagles Over Wacken (Wacken Shows)","2012"
"14676",14676,"Saxon Shore","Our Mountain Pass_ A Winding Trench","1OJuKt2242YqjXPjXYEHHD","Four Months of Darkness","2003"
"14677",14677,"Sayag Jazz Machine","Avant Qu'elle Ne Parle...","5OXAGzPyiCYQtBmSq4IkXb","No Me Digas","2007"
"14678",14678,"Saybia","The Miracle In July","2icHusb8jwApPyxKaGYvc7","The Second You Sleep","2002"
"14679",14679,"Saybia","The One For You","4ttozjJu6p9v4RN5aheYfH","The Second You Sleep","2002"
"14680",14680,"Scan X","Inside","7H7C6YMmbTcQEccvceHUVg","Intrinsic Mind Ep","1995"
"14681",14681,"Scan X","Leitmotiv","5KuTBNhDZwPD3oj7Rq6x9v","Random Access Ep","1994"
"14682",14682,"Scandinavian Music Group","SÃ¤","6SPM9zeoluUKRe69dcHstP","Onnelliset Kohtaa","2002"
"14683",14683,"Scapegoat","Clear from the Clues","7mhYotBJLC2zj07bABOsif","Nonconformity","2008"
"14684",14684,"Scare Dem Crew","Many Many","1DClUBV7AFOyQXUVjI6gC1","Sly & Robbie present Dancehall Killers!","2000"
"14685",14685,"Scars On Broadway","Enemy","1AdX0orSkAVctZjiam5AnS","Scars on Broadway","2008"
"14686",14686,"Scary Bitches","Creepy Crawlies","5JCQF2iHu8EZ9voUThQ0Kz","Creepy Crawlies","2004"
"14687",14687,"Schloss Tegal","Collapse Of The Wave Function","60quccDjXmjuPXUlwXof1u","Neoterrik Research: The Hidden History Of Schloss Tegal","2004"
"14688",14688,"School Food Punishment","Flow","67SbXD8KF1DQyKfFlolaDt","Riff-Rain","2009"
"14689",14689,"School Of Language","Rockist Part 1","2fgrDjXDpM1RAi03L5pmKd","Sea From Shore","2008"
"14690",14690,"Scienz of Life","Anthology: A Tribute to Music","21DIH9uJHoxWL5ztbA87HS","Project Overground","2002"
"14691",14691,"Scienz of Life","Dear Zev (Never Give Up)","5oosfKIv52e6PyLkb8iIaO","The Blaxploitation Sessions","2006"
"14692",14692,"Scienz of Life","The Bubble Effect","3LQwdzBBBmLQlTZ2ucApl1","Leviathan (Break The Spell)","2009"
"14693",14693,"Sciflyer","Never Come Down","0nwNs92Fm2YjC32WVHf9xj","The Age of Lovely, Intimate Things (Revised Edition)","2016"
"14694",14694,"Scissorfight","Moosilaukie Rot","3jDh1iIRVlXE8tFwtwY6Wv","Guaranteed Kill","1996"
"14695",14695,"Scorpions","Backstage Queen","1hFF7xuapPG6DAzwOctdOA","Tokyo Tapes (Live)","2015"
"14696",14696,"Scorpions","Dark Lady","6LC7UCKvbg71Uqcwd4E0md","In Trance","1975"
"14697",14697,"Scorpions","Leave Me","40hIeH5ISYC18Cz24mCATR","Lonesome Crow","1972"
"14698",14698,"Scott Colby","Late","4jIWcl4v529dDV0k7Geca4","Slide of Hand","1987"
"14699",14699,"Scott Glasgow","Maia Sterling","0iiboSu8tNPeVt1x2Xgidi","Robotech: The Shadow Chronicles (Original Motion Picture Soundtrack)","2007"
"14700",14700,"Scout Niblett","Valvoline","1lDyPSJuk04iM4hqDDY4F6","Kidnapped By Neptune","2005"
"14701",14701,"Screamfeeder","Hello There","6xF1osqcRPQs7qAhT6xbzg","Fill Yourself with Music (Deluxe Edition)","2014"
"14702",14702,"Screamin' Jay Hawkins","It's Only Make Believe","3l8jWaB7gzTcrnVdgKK0z8","Guess Who","2018"
"14703",14703,"Screaming Banshee Aircrew","When All Is Said And Done","4n95VK4PXS9gjKUQrIM75D","When All Is Said And Done","2008"
"14704",14704,"Screaming Mechanical Brain","Praise","1CDeZbuN85iKrq6Jnq3Wv4","There Is No God In Space","2006"
"14705",14705,"Screen","Cactus Doll","3e5cDeeEifrz6F49EGW7Hk","Up Front: Drum 'N' Bass","2013"
"14706",14706,"Sea of Green","If You Want My Soul","4iXck787NUTbcM4OlM8Flm","Northern Lights","2000"
"14707",14707,"Seabound","Progress Nil","1B55R5YbbwTH0En69mqtjX","Travelling","2011"
"14708",14708,"Seal","Amazing","2dLVVG180B1aDWqCVJQ4YT","Hits","2009"
"14709",14709,"Seal","Walk On By [Babyface Remix]","5CiQpFwZxwpkOzTpvJa4px","Walk On By (DMD Maxi)","2004"
"14710",14710,"Sean Deason","Catch and Release","3VbVjP4XxUhrkHoTS1gMFN","Dot & Etta's Shrimp Hut","2009"
"14711",14711,"Sean Na Na","Surrender Foreign Lizzy","2CpuWJkN4eHvNAJPtpP894","My Majesty","2003"
"14712",14712,"Seattle Symphony","The Moldau","0nOJtC3dA3XiykESQ24w2V","Nature's Quest","2006"
"14713",14713,"Sebastien Tellier","Kilometer","1h4LSPG9N4t2Ct6frvnNQN","Sexuality Remix","2010"
"14714",14714,"Second Skin","Sweet Nothing","0TGj8uBCVgydlPTc92u57d","The Unquiet Grave Vol. 1","1999"
"14715",14715,"Secret Oyster","Straight to the Krankenhaus","2lVWKW9Ewu1T6BaeyEimKx","Straight to the Krankenhaus","2007"
"14716",14716,"SECRET SPHERE","Dance With The Devil","0KaFu0lh54CvtkLk2pL7Ei","One Night in Tokyo","2016"
"14717",14717,"Section 25","Carcrash (Demo) (Demo version)","5C0WLg3RCa1DsaUueAcrc2","Love & Hate","1988"
"14718",14718,"Section 25","Haunted (Live 1982)","4FOcL9kAWIgAFAIZvvIjwe","Live In America & Europe 1982","2008"
"14719",14719,"Section 5","Beggars Tale","6JU2wuiBDJWsWPtK7RCBNd","Rejected","2000"
"14720",14720,"See You Next Tuesday","How to Survive a Vicious Cock Fight","6yrd6jO9PU68jsyUEgUk9m","Parasite","2007"
"14721",14721,"Seed","Seed Sound","3ta01l55FWljBc9KIzsETT","Removing Obstacles with Mantra Japa","2017"
"14722",14722,"Seefeel","Signals","0FTXHtgwMLJ3OUZ0VDolZp","Quique","1993"
"14723",14723,"Seek","Everafter","7d3f3f0T8fe1MDQLgatIfl","Everafter","2004"
"14724",14724,"Seguridad Social","Que No Se Extinga La Llama","0oUGvk6yyjBeuqK3Tl7OUS","Por Siempre Jamás","2013"
"14725",14725,"Seismic Anamoly","Deep Blue Eee","6cqIcHidhoR3lkVHBttfuJ","Dead Mans Hand","2003"
"14726",14726,"Sektosixo","The Life That I Never Had","6QDm8ZnPwuAxoxakIGFPEm","The Life That I Never Had","2009"
"14727",14727,"Sendos Fuera","Dreams In Side Me","6EdxPkeBL65FNnDaxG5CKh","Sendos Fuera Presents The True Face Of House","2007"
"14728",14728,"Senore Matze Rossi","Ich Lasse Mir Nichts Mehr Nehmen","24v5x3j1Ki1RTK7UtlVbvd","Ich hoffe das du findest was du suchst","2007"
"14729",14729,"Sensations","He's So Brave","2ORFMYaPwF8rqb1FXQovqS","Listen To My Shapes","2007"
"14730",14730,"Senser","Sandhurst In Zero G","4uAfok8vTUGnKCxYdvzRYX","How To Do Battle","2009"
"14731",14731,"Sentinel Beast","Corpse","2dEP5uhcQYZHEiLEdA5xb1","Depths of Death","1986"
"14732",14732,"September When","Street Jam","2yE4EEuEDg6thLY7pk8sMu","One Eye Open","1993"
"14733",14733,"Septembre","(Face)","0yeSUgtwjyGaI32vDBxDP6","Rule 3: Conceal Your Intentions","2006"
"14734",14734,"Serengeti","Bubble Bath","3XJZ4ixKMUOHMINwk8VHZG","Noticeably Negro","2006"
"14735",14735,"Serge Lama","Tarzan Est Heureux","5TEKgyYmqgtN3fV6aAFGLn","L'Enfant Au Piano / Lama Chante Brel","1998"
"14736",14736,"Sergio Vargas","Las 40","5FHOK3n4qodjkEqaioxVqS","Coleccion de Oro","2002"
"14737",14737,"Serpentine","Powerful Jim","6eNDFrkjyzHTMd3vymjzqB","Clap Your Hands and Stamp Your Feet","1974"
"14738",14738,"Sesto Sento","Cookie stealer","73U4QHeZrOtoifryS9Zkhc","Sesto Sento (Remixer)","2007"
"14739",14739,"Seth Lakeman","The Punch Bowl","5wmsQ7vjqSnZLrVFCGlWTW","The Punch Bowl","2002"
"14740",14740,"Seu Jorge","Em Nagoya Eu Vi Eriko","5CQ886p0KxbTIiJQhRFaGB","Carolina: Deluxe Edition","2014"
"14741",14741,"Sev Statik","All For A Purpose (Speak Life Album Version)","5IDGLcaHOS4OiLVLdzK0k0","Speak Life","2002"
"14742",14742,"Sev Statik","Disappear (Speak Life Album Version)","5z7vyvgWheBJKRU2HqbHAu","Speak Life","2002"
"14743",14743,"Sevara Nazarkhan","Ei Nozanin","4pZx1OBwe9hROcoCzYyikg","Yol Bolsin (Real World Gold)","2003"
"14744",14744,"Seven","Sickleave","3HjDXvR9PGxLXlbPMpzQXx","The Fifth","2009"
"14745",14745,"Seven Nations","Asleep for Days","4UUHebrJNUYorUvhckC0BT","Another Ten Years (Disc 1)","2010"
"14746",14746,"Seven Witches","Pounding Metal","3TuJHtvuZYonF0wJR4Zhj6","City Of Lost Souls","2006"
"14747",14747,"Sevendust","Crucified","1kVtL1IyRgyHXrCCfLUSyj","Animosity","2001"
"14748",14748,"Seventy Niners","MTV Hero","49m5pieqJ708bj7EGnxg7o","Bad Taste of Life","2010"
"14749",14749,"Severe Torture","Misanthropic Carnage","6ENsIx2QZNDGkcRLVEF0tO","Blood Letting","2005"
"14750",14750,"Severed Heads","Dead Eyes Opened","5wp5rWna7Q6To5ElNWpYaR","Dead Eyes Opened","2014"
"14751",14751,"Severed Savior","Fuck the Humans","1YIIbgl1EwA4W1Os2EcoBA","Servile Insurrection","2008"
"14752",14752,"Sewergrooves","Look Out_ Now!","2OQQDkqML8KxvOFHXskFLh","Rock n Roll Receiver","2006"
"14753",14753,"Shabba Ranks","Hood Top","7nRyMYmSBihFCqWdqmkgKn","Caan Dun: The Best Of Shabba","1995"
"14754",14754,"Shadowfax","Road To Hanna","0aZTCIp89QePg5wOxB7Q7o","Pure Shadowfax","1982"
"14755",14755,"Shadows Fall","Revel In My Loss","3EjAtxtD02UIt7qdVVigOo","Somber Eyes To The Sky","1998"
"14756",14756,"Shadows Fall","Still I Rise","5pileVYOiMUlZ6UnBDsFM2","Retribution","2009"
"14757",14757,"Shaggy / Nicole Scherzinger","Supa Hypnotic","4oyKHzguNFmbo6JjupduVy","Clothes Drop","2005"
"14758",14758,"Shai","Comforter","6vHJpgX1QTYa9SVXankGVR","If I Ever Fall In Love","1992"
"14759",14759,"Shajan","7th Chakra / Sahasrara","3ZRIDQQ8GVZfoDLFu7TkhY","Chakra Healing Zone","1982"
"14760",14760,"Shakespears Sister","It's A Trip (Stems Mix)","2KuyZAuM5knFkitN4160FI","It's A Trip","2010"
"14761",14761,"Shakespears Sister","Pulsatron (Whitey Mix)","6cdpH4pQwk8mle5svO73YR","Songs from the Red Room","2009"
"14762",14762,"Shamen","Ebeneezer Goode","48HOXQQZqlTty0cBIkUmT2","Collection","2010"
"14763",14763,"Shamen","Indica","6wup1qjT4xcqC3bmAdYT68","Collection","2010"
"14764",14764,"Shane MacGowan And The Popes","Come To The Bower","0usc4WWWWeBuqj1uGVHV4k","The Crock Of Gold","1997"
"14765",14765,"Shanes","Hi Lili Hi Lo","3AUzkWlUk09BrkxaoEMZDA","Shanes, 1963-68!","1992"
"14766",14766,"Shanghai Lily Dublin","Angels Who Keep Love Alive","797NXPKZPvrO7guCKfTWT9","Christmas Rock and Pop Vocal 1","2011"
"14767",14767,"Shannon Lee","Jiminy","57FsjoZBGkbuoOa8pORHsO","Kiss N' Tell","2003"
"14768",14768,"Shannon McNally","Pale Moon (Live)","5bwlTEP3vM3Xm0AMQx8kEI","North American Ghost Music","2006"
"14769",14769,"Shannon McNally","Tennessee Blues","1CDMsEbBaQigwOhuic0nE8","Geronimo","2005"
"14770",14770,"Shantel","O Manolis","76onBd8StEJAiwhmzHgqol","Disko Partizani","2007"
"14771",14771,"Sharkey","If It Fits","511Kr9gvxl59pHyd9weLef","Sharkey's Machine","2004"
"14772",14772,"Shawn Colvin","(Looking For) The Heart Of Saturday","5SM86TB7dU5n9Y23wLgcBY","Cover Girl","1994"
"14773",14773,"Shawn McDonald","My Salvation","79dwy7RZi2IWDcZhwTNU6r","Ripen","2006"
"14774",14774,"Shazam","Pool Party 2009","3HznTO5jb7SPRA1QGfnjyH","Pool Party","2009"
"14775",14775,"Shearwater","Rooks","3wS568uaBrv1ULtMmh9bbN","Rook","2008"
"14776",14776,"Shebang","Crash","5leOIDX4YmuHJSADKQmwTw","So Come On","2003"
"14777",14777,"Shelby Lynne","Soft Talk","3teJ6YPTheusZYb0XFtM38","Epic Recordings","1989"
"14778",14778,"Shelleyan Orphan","I'm Glad You Didn't Jump Out Of The Car That Day","5ZmoznkOswqrpy3eMgj2dQ","We Have Everything We Need","2008"
"14779",14779,"Shelly Manne","Dimension In Thirds","4iuwkBN8Nt5d9qWD82zYHR","Greatest Jazz Sessions","2010"
"14780",14780,"Shinehead","Never Make A Promise","7FBlg6QJ8ZXUEloigAnOti","Praises","1999"
"14781",14781,"Shiny Beast","Glaxo","6kPghmcLZiwwlXXjyriAXm","Shiny Beast","1989"
"14782",14782,"Shizuo","Fuck Step 1","0fpRf68J06IVJuNENZffeM","Fuck Step 98","1998"
"14783",14783,"Shlomi Aber","Groove Mechanism","1LjmTWv5FIlgITa3HzkoqY","Slow Dancer","2010"
"14784",14784,"Shonky","Odissey","2RTzAAnUyf8lBKtjCkbEwq","Time Zero","2008"
"14785",14785,"Shooting At Unarmed Men","Sailing Keeps You Safe","6kAIOOVeF9nYbA684JAmD2","Triptych","2008"
"14786",14786,"Shotgun Honeymoon","Labels Of Blues","1bTokNLxB85koQa15QUdGW","Forgone Conclusion","2007"
"14787",14787,"Shout Out Out Out Out","Your Shitty Record Won't Mix Itself","1HyIokZqtlRRAkJ0qkJsze","Not Saying / Just Saying","2006"
"14788",14788,"Show Of Hands","Cars","2Mfk4j1WJYVUMlExWeksoy","Beat About The Bush","1999"
"14789",14789,"Show Of Hands","Crow On The Cradle","2cc240ZfP8AYx5gfrln97e","Roots - The Best of Show of Hands (Digital-Only Bonus Version)","2007"
"14790",14790,"Show Of Hands","Scratch","5QyKvWwwMDbthA2fhkkgZM","Witness","2006"
"14791",14791,"Shpongle","Schmaltz Herring","4j5fH98MezoUSuLn1tUfVa","Nothing Lasts...But Nothing Is Lost","2005"
"14792",14792,"Shpongle","StarShpongled Banner","5Az0npMyX1GUu1C75eY7AZ","Tales Of The Inexpressible","2001"
"14793",14793,"Shrimp Boat","Houston Tower","5lpzla7stjZVzvBwY74wI6","Speckly","2001"
"14794",14794,"Si Begg","Jetlag And Tinnitus Part 1","0fkAYn7p8qTPss8Sh4gU5b","Jetlag And Tinnitus Reworks Part 4","2007"
"14795",14795,"Sibylle Baier","Give Me A Smile","4n9CEd6rvubTtvmc4DUY5f","Colour Green","2006"
"14796",14796,"Sick Of It All","District","1EkRMgC8fgP6GCyhBRcWnN","Yours Truly","2000"
"14797",14797,"Sickboy","She's out of way","1ysjby09eSuo797DmtWfKx","Along the Way","2008"
"14798",14798,"Side Walk Slam","Yesterday's Actions_ Today's Regrets  (Past Remains Album Version)","7iKtIqK6GuKgdaRYgZDzPs","Past Remains","2001"
"14799",14799,"Sidestepper","Chimical (Original Mix)","3X75iDIwBqidOmQAcw7eJF","The Buena Vibra Sound System","2007"
"14800",14800,"Sidonio Pereira","Amor Negado","0ceY3J28eJDFwy3yujaGus","Discover: Portuguese Fado","2014"
"14801",14801,"Sierra Hull","If You Can Tame My Heart","1QSEzkFekylXCu2Rt6CyOM","Secrets","2008"
"14802",14802,"Sightings","Arrived In Gold_ Arrived In Smoke","2xSXT8hhqj692DaDLTqlyR","Arrived In Gold","2004"
"14803",14803,"SIGNAL AOUT 42","No Lies","6SgF2DluTm2tBhpNgfVGv2","Conviction","1993"
"14804",14804,"Silencio Absoluto","Marihuana","5rpLKZ5WR79zlRhYTILi8o","A Brincos Entre La Luna Y El Sol","2002"
"14805",14805,"Silent Kids","Radio Was Unplugged","0JSnkFac4oc35Ijj1qR9j1","Dinosaurs Turn Into Birds","2008"
"14806",14806,"Silhouette Brown","Time Waits For No One","4jl7EVuYjKpWyjUyVoVu5n","Silhouette Brown","2004"
"14807",14807,"Silkie","I Sed","3zCLGGhhmpIcQJtwnVxxff","I Sed","2008"
"14808",14808,"Silly Wizard","The Queen Of Argyll","3A6ahHQ4H5grb6CVRQH3wT","Live Again","2012"
"14809",14809,"Silvain Vanot","La Vie Qu'on Aime","5Tz1EbRiPrpn0ju8kpBHVu","Silvain Vanot","1993"
"14810",14810,"Silver Mt. Zion","13 Angels Standing Guard Round the Side of Your Bed","3cEVhx8rkM0FlETJFFpxoF","He Has Left Us Alone But Shafts Of Light Sometimes Grace The Corner Of Our Rooms","2000"
"14811",14811,"Silver Sun","Lunar Phase","0K73AUPuuQSuwvJeZRkp4L","Generation Of Psytrance Volume 5","2009"
"14812",14812,"Silverio","XXX","4KTYWyc6qpg4hFN4TZaHkp","Silverio","2007"
"14813",14813,"Silversun Pickups","Little Lover's So Polite [The One Am Radio Remix]","4H91cl9QdOUwmEPofhlTmW","Remixes","2007"
"14814",14814,"Simian Mobile Disco","3 Pin Din","2VfiyGjYUOTfu7EIO4U4gy","EP","2007"
"14815",14815,"Simian Mobile Disco","Scott","6wHtWHT0JKKilgrg8J48zM","Attack Decay Sustain Release","2007"
"14816",14816,"Simon Bonney","Blue Eyes Crying In The Rain","4zwvhIr0xVDUbL76EHBoxI","Everyman","1994"
"14817",14817,"Simon Cooper featuring soprano Manuela Van Geenhoven","Salama","6P9M8yarYQ0qKC2nFKQAeF","The Jeweled Planet","2003"
"14818",14818,"Simon Joyner","The Shortest Distance between Two Points Is a Straight Line","77TM5cMogkEZ9Rw7JgsEZu","Room Temperature","1993"
"14819",14819,"Simon Webbe","Unjustified","2bEEpixWrmr1zcO0MHzetp","Sanctuary","2005"
"14820",14820,"Simple Kid","A Song Of Stone","1WMIkczjgWUwxMLLoFDROI","2","2007"
"14821",14821,"Simply Red","Stay","6jxF4o4fi9wamj9H4b8I4o","Stay: Live at the Royal Albert Hall","2007"
"14822",14822,"Sincabeza","Sirosport","5frlStYgO8QBvZWUPFmSeP","Edit Sur Passage Avant Fin Ou Montée d'Instrument","2007"
"14823",14823,"Singapore Sling","Godman","0XaXkKSDYyUwf7ggehrc7s","Perversity, Desperation and Death","2009"
"14824",14824,"Singapore Sling","Martian Arts","0VMH4BHfd8cpHWnDzEdwE3","Perversity, Desperation and Death","2009"
"14825",14825,"SINNER","Faith and conviction","1ugGDDZCa3YvpyYK6MECm6","The Nature Of Evil","1998"
"14826",14826,"Sintax the Terrific","Curb Appeal","4yYtKgKvl78ww6p8xUkBae","Illect Recordings: Mind the Rap volume 1","2011"
"14827",14827,"Siouxsie And The Banshees","Love In A Void","3iDWWZIkshPqItx3wBCiFf","Join Hands","1979"
"14828",14828,"Sippie Wallace","I'm A Mighty Tight Woman (48870)","0K0daUNImF7c4OUbtyJNpm","Sippie Wallace Vol. 2 (1925-1945)","1995"
